tokens,tags
"['METHODS' ':' 'Retrospective' 'review' 'of' 'medical' 'records' 'of'
 '236' 'patients' 'with' 'hyperthyroidism' 'admitted' 'in' 'our'
 'department' '(' 'in' '-' 'or' 'out' '-' 'patients' ')' 'from' '1986'
 'to' '1992' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['RESULTS' ':' 'Four' 'patients' '(' '1' '.'],[0 0 0 0 0 0 0]
"['7' '%)' 'were' 'identified' 'with' 'toxic' 'hepatitis' 'which' 'could'
 'reasonably' 'be' 'attributed' 'to' 'the' 'use' 'of' 'antithyroid'
 'agent' '.']",[0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0]
"['Two' 'patients' 'had' 'a' 'cholestatic' 'hepatitis' 'induced' 'by'
 'carbimazole' '(' 'N' 'omercazole' ').' 'Two' 'others' 'had' 'a' 'mixed'
 '(' 'cholestatic' 'and' 'cytolytic' ')' 'hepatitis' 'following'
 'carbimazole' '.']",[0 0 0 0 2 3 0 0 1 0 1 4 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0]
"['One' 'of' 'the' 'latter' 'two' 'patients' 'further' 'experienced' 'a'
 'cytolytic' 'hepatitis' 'which' 'appeared' 'after' 'Benzylthiouracil' '('
 'Basd' 'ne' ')' 'had' 'replaced' 'carbimazole' '.']",[0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 4 0 0 0 1 0]
"['Biological' 'features' 'of' 'hepatitis' 'disappeared' 'in' 'all' 'cases'
 'after' 'cessation' 'of' 'the' 'incriminated' 'drug' ',' 'while'
 'biliary' ',' 'viral' 'and' 'immunological' 'searches' 'were' 'negative'
 '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Only' '2' 'patients' 'of' 'our' 'retrospective' 'study' 'experienced'
 'a' 'mild' 'or' 'severe' 'neutropenia' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['CONCLUSION' ':' 'Toxic' 'hepatitis' 'is' 'a' 'potential' 'adverse'
 'effect' 'of' 'antithyroid' 'drugs' 'which' 'warrants' ',' 'as' 'for'
 'haematological' 'disturbances' ',' 'a' 'pre' '-' 'therapeutic'
 'determination' 'and' 'a' 'careful' 'follow' '-' 'up' 'of' 'relevant'
 'biological' 'markers' '.']",[0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Moreover' ',' 'hepatotoxicity']",[0 0 2]
"['Study' 'of' 'the' 'role' 'of' 'vitamin' 'B12' 'and' 'folinic' 'acid'
 'supplementation' 'in' 'preventing' 'hematologic' 'toxicity' 'of'
 'zidovudine' '.']",[0 0 0 0 0 1 4 0 1 4 0 0 0 0 2 0 1 0]
"['A' 'prospective' ',' 'randomized' 'study' 'was' 'conducted' 'to'
 'evaluate' 'the' 'role' 'of' 'vitamin' 'B12' 'and' 'folinic' 'acid'
 'supplementation' 'in' 'preventing' 'zidovudine' '(' 'ZDV' ')-' 'induced'
 'bone' 'marrow' 'suppression' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 1 4 0 0 0 1 0 1 0 0 2 3 3 0]
"['Seventy' '-' 'five' 'human' 'immunodeficiency' 'virus' '(HIV)-infected'
 'patients' 'with' 'CD4' '+' 'cell' 'counts' '<' '500' '/' 'mm3' 'were'
 'randomized' 'to' 'receive' 'either' 'ZDV' '(' '500' 'mg' 'daily' ')'
 'alone' '(' 'group' 'I' ',' 'n' '=' '38' ')' 'or' 'in' 'combination'
 'with' 'folinic' 'acid' '(' '15' 'mg' 'daily' ')' 'and' 'intramascular'
 'vitamin' 'B12' '(' '1000' 'micrograms' 'monthly' ')(' 'group' 'II' ','
 'n' '=' '37' ').' 'Finally' ',' '15' 'patients' 'were' 'excluded' 'from'
 'the' 'study' '(' 'noncompliance' '14' ',' 'death' '1' ');' 'thus' ','
 '60' 'patients' '(' '31' 'in' 'group' 'I' 'and' '29' 'in' 'group' 'II'
 ')' 'were' 'eligible' 'for' 'analysis' '.']","[0 0 0 2 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 4 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['No' 'significant' 'differences' 'between' 'groups' 'were' 'found' 'at'
 'enrollment' '.']",[0 0 0 0 0 0 0 0 0 0]
"['During' 'the' 'study' ',' 'vitamin' 'B12' 'and' 'folate' 'levels' 'were'
 'significantly' 'higher' 'in' 'group' 'II' 'patients' ';' 'however' ','
 'no' 'differences' 'in' 'hemoglobin' ',' 'hematocrit' ',' 'mean'
 'corpuscular' 'volume' ',' 'and' 'white' '-' 'cell' ',' 'neutrophil'
 'and' 'platelet' 'counts' 'were' 'observed' 'between' 'groups' 'at' '3'
 ',' '6' ',' '9' 'and' '12' 'months' '.']","[0 0 0 0 1 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Severe' 'hematologic' 'toxicity' '(' 'neutrophil' 'count' '<' '1000' '/'
 'mm3' 'and' '/' 'or' 'hemoglobin' '<' '8' 'g' '/' 'dl' ')' 'occurred'
 'in' '4' 'patients' 'assigned' 'to' 'group' 'I' 'and' '7' 'assigned' 'to'
 'group' 'II' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['There' 'was' 'no' 'correlation' 'between' 'vitamin' 'B12' 'or' 'folate'
 'levels' 'and' 'development' 'of' 'myelosuppression' '.']",[0 0 0 0 0 1 4 0 1 0 0 0 0 2 0]
"['Vitamin' 'B12' 'and' 'folinic' 'acid' 'supplementation' 'of' 'ZDV'
 'therapy' 'does' 'not' 'seem' 'useful' 'in' 'preventing' 'or' 'reducing'
 'ZDV' '-' 'induced' 'myelotoxicity']",[1 4 0 1 4 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2]
"['Acute' 'confusion' 'induced' 'by' 'a' 'high' '-' 'dose' 'infusion' 'of'
 '5-fluorouracil' 'and' 'folinic' 'acid' '.']",[0 2 0 0 0 0 0 0 0 0 1 0 1 4 0]
"['A' '61' '-' 'year' '-' 'old' 'man' 'was' 'treated' 'with' 'combination'
 'chemotherapy' 'incorporating' 'cisplatinum' ',' 'etoposide' ',' 'high'
 '-' 'dose' '5-fluorouracil' '(' '2' ',' '250' 'mg' '/' 'm2' '/' '24'
 'hours' ')' 'and' 'folinic' 'acid' 'for' 'an' 'inoperable' 'gastric'
 'adenocarcinoma' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0
 0 2 3 0]"
"['He' 'developed' 'acute' 'neurologic' 'symptoms' 'of' 'mental'
 'confusion' ',' 'disorientation' 'and' 'irritability' ',' 'and' 'then'
 'lapsed' 'into' 'a' 'deep' 'coma' ',' 'lasting' 'for' 'approximately'
 '40' 'hours' 'during' 'the' 'first' 'dose' '(' 'day' '2' ')' 'of'
 '5-fluorouracil' 'and' 'folinic' 'acid' 'infusion' '.']","[0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 1 4 0 0]"
"['This' 'complication' 'reappeared' 'on' 'day' '25' 'during' 'the'
 'second' 'dose' 'of' '5-fluorouracil' 'and' 'folinic' 'acid' ',' 'which'
 'were' 'then' 'the' 'only' 'drugs' 'given' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 0 0 0 0 0 0 0 0 0]
"['Because' 'folinic' 'acid' 'was' 'unlikely' 'to' 'be' 'associated' 'with'
 'this' 'condition' ',' 'neurotoxicity' 'due' 'to' 'high' '-' 'dose'
 '5-fluorouracil' 'was' 'highly' 'suspected' '.']",[0 1 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0]
"['The' 'pathogenesis' 'of' '5-fluorouracil' 'neurotoxicity' 'may' 'be'
 'due' 'to' 'a' 'Krebs' 'cycle' 'blockade' 'by' 'fluoroacetate' 'and'
 'fluorocitrate' ',' 'thiamine' 'deficiency' ',' 'or' 'dihydrouracil'
 'dehydrogenase' 'deficiency' '.']",[0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0]
"['High' '-' 'dose' '5-fluorouracil' '/' 'folinic' 'acid' 'infusion'
 'therapy' 'has' 'recently' 'become' 'a' 'popular' 'regimen' 'for'
 'various' 'cancers']",[0 0 0 1 0 1 4 0 0 0 0 0 0 0 0 0 0 2]
"['Effect' 'of' 'switching' 'carbamazepine' 'to' 'oxcarbazepine' 'on' 'the'
 'plasma' 'levels' 'of' 'neuroleptics' '.']",[0 0 0 1 0 1 0 0 0 0 0 0 0]
['A' 'case' 'report' '.'],[0 0 0 0]
"['Carbamazepine' 'was' 'switched' 'to' 'its' '10' '-' 'keto' 'analogue'
 'oxcarbazepine' 'among' 'six' 'difficult' '-' 'to' '-' 'treat'
 'schizophrenic' 'or' 'organic' 'psychotic' 'patients' 'using'
 'concomitantly' 'haloperidol' ',' 'chlorpromazine' 'or' 'clozapine' '.']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 2 3 0 0 0 1 0 1 0 1 0]
"['This' 'change' 'resulted' 'within' '2' '-' '4' 'weeks' 'in' 'the' '50'
 '-' '200' '%' 'increase' 'in' 'the' 'plasma' 'levels' 'of' 'these'
 'neuroleptics' 'and' 'the' 'appearance' 'of' 'extrapyramidal' 'symptoms'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0]
"['of' 'the' 'patients' 'showed' 'any' 'clinical' 'deteriotation' 'during'
 'the' 'following' '3' '-' '6' 'months' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'results' 'of' 'this' 'case' 'report' 'support' 'the' 'idea' 'that'
 'in' 'contrast' 'with' 'carbamazepine' 'oxcarbazepine']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1]
"['Erythema' 'multiforme' 'and' 'hypersensitivity' 'myocarditis' 'caused'
 'by' 'ampicillin' '.']",[2 3 0 2 3 0 0 1 0]
"['OBJECTIVE' ':' 'To' 'report' 'a' 'case' 'of' 'erythema' 'multiforme'
 'and' 'hypersensitivity' 'myocarditis' 'caused' 'by' 'ampicillin' '.']",[0 0 0 0 0 0 0 2 3 0 2 3 0 0 1 0]
"['CASE' 'SUMMARY' ':' 'A' '13' '-' 'year' '-' 'old' 'boy' 'was' 'treated'
 'with' 'ampicillin' 'and' 'gentamicin' 'because' 'of' 'suspected'
 'septicemia' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0]
"['Medications' 'were' 'discontinued' 'when' 'erythema' 'multiforme' 'and'
 'congestive' 'heart' 'failure' 'caused' 'by' 'myocarditis' 'occurred' '.']",[0 0 0 0 2 3 0 2 3 3 0 0 2 0 0]
"['The' 'patient' 'was' 'treated' 'with' 'methylprednisolone' 'and'
 'gradually' 'improved' '.']",[0 0 0 0 0 1 0 0 0 0]
"['Macrophage' '-' 'migration' 'inhibition' '(' 'MIF' ')' 'test' 'with'
 'ampicillin' 'was' 'positive' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0]
"['DISCUSSION' ':' 'After' 'most' 'infections' 'causing' 'erythema'
 'multiforme' 'and' 'myocarditis' 'were' 'ruled' 'out' ',' 'a'
 'drug-induced' 'allergic' 'reaction' 'was' 'suspected' '.']",[0 0 0 0 2 0 2 3 0 2 0 0 0 0 0 2 3 3 0 0 0]
"['Positive' 'MIF' 'test' 'for' 'ampicillin' 'showed' 'sensitization' 'of'
 'the' 'patient' ""'"" 's' 'lymphocytes' 'to' 'ampicillin' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0]
"['CONCLUSIONS' ':' 'Hypersensitivity' 'myocarditis' 'is' 'a' 'rare' 'and'
 'dangerous' 'manifestation' 'of' 'allergy' 'to' 'penicillins']",[0 0 2 3 0 0 0 0 0 0 0 2 0 1]
['Immediate' 'allergic' 'reactions' 'to' 'amoxicillin' '.'],[0 2 3 0 1 0]
"['A' 'large' 'group' 'of' 'patients' 'with' 'suspected' 'allergic'
 'reactions' 'to' 'beta-lactam' 'antibiotics' 'was' 'evaluated' '.']",[0 0 0 0 0 0 0 2 3 0 1 0 0 0 0]
"['A' 'detailed' 'clinical' 'history' ',' 'together' 'with' 'skin' 'tests'
 ',' 'RAST' '(' 'radioallergosorbent' 'test' '),' 'and' 'controlled'
 'challenge' 'tests' ',' 'was' 'used' 'to' 'establish' 'whether'
 'patients' 'allergic' 'to' 'beta-lactam' 'antibiotics' 'had' 'selective'
 'immediate' 'allergic' 'responses' 'to' 'amoxicillin' '(' 'AX' ')' 'or'
 'were' 'cross' '-' 'reacting' 'with' 'other' 'penicillin' 'derivatives'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 2 0 0 1
 0 1 0 0 0 0 0 0 0 0 1 0 0]"
"['Skin' 'tests' 'were' 'performed' 'with'
 'benzylpenicilloyl-poly-L-lysine' '(' 'BPO-PLL' '),' 'benzylpenicilloate'
 ',' 'benzylpenicillin' '(' 'PG' '),' 'ampicillin' '(' 'AMP' '),' 'and'
 'AX' '.']",[0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0]
['RAST' 'for' 'BPO-PLL' 'and' 'AX' '-' 'PLL' 'was' 'done' '.'],[0 0 1 0 1 0 0 0 0 0]
"['When' 'both' 'skin' 'test' 'and' 'RAST' 'for' 'BPO' 'were' 'negative'
 ',' 'single' '-' 'blind' ',' 'placebo' '-' 'controlled' 'challenge'
 'tests' 'were' 'done' 'to' 'ensure' 'tolerance' 'of' 'PG' 'or'
 'sensitivity' 'to' 'AX' '.']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
"['A' 'total' 'of' '177' 'patients' 'were' 'diagnosed' 'as' 'allergic' 'to'
 'beta-lactam' 'antibiotics' '.']",[0 0 0 0 0 0 0 0 2 0 1 0 0]
['We' 'selected' 'the' '54' '(' '30' '.'],[0 0 0 0 0 0 0]
"['5' '%)' 'cases' 'of' 'immediate' 'AX' 'allergy' 'with' 'good'
 'tolerance' 'of' 'PG' '.']",[0 0 0 0 0 1 2 0 0 0 0 1 0]
"['Anaphylaxis' 'was' 'seen' 'in' '37' 'patients' '(' '69' '%),' 'the'
 'other' '17' '(' '31' '%)' 'having' 'urticaria' 'and' '/' 'or'
 'angioedema' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0]
"['All' 'the' 'patients' 'were' 'skin' 'test' 'negative' 'to' 'BPO' ';'
 '49' 'of' '51' '(' '96' '%)' 'were' 'also' 'negative' 'to' 'MDM' ','
 'and' '44' 'of' '46' '(' '96' '%)' 'to' 'PG' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0]
"['Skin' 'tests' 'with' 'AX' 'were' 'positive' 'in' '34' '(' '63' '%)'
 'patients' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0]
"['RAST' 'was' 'positive' 'for' 'AX' 'in' '22' 'patients' '(' '41' '%)'
 'and' 'to' 'BPO' 'in' 'just' '5' '(' '9' '%).' 'of' 'the' 'sera' 'with'
 'negative' 'RAST' 'for' 'AX' 'were' 'positive' 'to' 'BPO' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
"['Challenge' 'tests' 'with' 'AX' 'were' 'performed' 'in' '23' 'subjects'
 '(' '43' '%)' 'to' 'establish' 'the' 'diagnosis' 'of' 'immediate'
 'allergic' 'reaction' 'to' 'AX' ',' 'and' 'in' '15' 'cases' '(' '28' '%)'
 'both' 'skin' 'test' 'and' 'RAST' 'for' 'AX' 'were' 'negative' '.']","[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0]"
['PG' 'was' 'well' 'tolerated' 'by' 'all' '54' 'patients' '.'],[1 0 0 0 0 0 0 0 0]
"['We' 'describe' 'the' 'largest' 'group' 'of' 'AX' '-' 'allergic'
 'patients' 'who' 'have' 'tolerated' 'PG' 'reported' 'so' 'far' '.']",[0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0]
"['Diagnosis' 'of' 'these' 'patients' 'can' 'be' 'achieved' 'only' 'if'
 'specific' 'AX']",[0 0 0 0 0 0 0 0 0 0 1]
"['Persistent' 'paralysis' 'after' 'prolonged' 'use' 'of' 'atracurium' 'in'
 'the' 'absence' 'of' 'corticosteroids' '.']",[0 2 0 0 0 0 1 0 0 0 0 0 0]
"['Neuromuscular' 'blocking' 'agents' '(' 'NMBAs' ')' 'are' 'often' 'used'
 'for' 'patients' 'requiring' 'prolonged' 'mechanical' 'ventilation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Reports' 'of' 'persistent' 'paralysis' 'after' 'the' 'discontinuance'
 'of' 'these' 'drugs' 'have' 'most' 'often' 'involved' 'aminosteroid' '-'
 'based' 'NMBAs' 'such' 'as' 'vecuronium' 'bromide' ',' 'especially'
 'when' 'used' 'in' 'conjunction' 'with' 'corticosteroids' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0]
"['Atracurium' 'besylate' ',' 'a' 'short' '-' 'acting'
 'benzylisoquinolinium' 'NMBA' 'that' 'is' 'eliminated' 'independently'
 'of' 'renal' 'or' 'hepatic' 'function' ',' 'has' 'also' 'been'
 'associated' 'with' 'persistent' 'paralysis' ',' 'but' 'only' 'when'
 'used' 'with' 'corticosteroids' '.']",[1 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]
['We' 'report' 'a' 'case' 'of' 'atracurium' '-' 'related' 'paralysis'],[0 0 0 0 0 1 0 0 2]
"['Habitual' 'use' 'of' 'acetaminophen' 'as' 'a' 'risk' 'factor' 'for'
 'chronic' 'renal' 'failure' ':' 'a' 'comparison' 'with' 'phenacetin' '.']",[0 0 0 1 0 0 0 0 0 2 3 3 0 0 0 0 1 0]
"['Six' 'epidemiologic' 'studies' 'in' 'the' 'United' 'States' 'and'
 'Europe' 'indicate' 'that' 'habitual' 'use' 'of' 'phenacetin' 'is'
 'associated' 'with' 'the' 'development' 'of' 'chronic' 'renal' 'failure'
 'and' 'end-stage' 'renal' 'disease' '(' 'ESRD' '),' 'with' 'a' 'relative'
 'risk' 'in' 'the' 'range' 'of' '4' 'to' '19' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 3 3 0 2 3 3 0 2 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"['As' 'a' 'result' 'of' 'these' 'and' 'other' 'studies' ',' 'phenacetin'
 'has' 'now' 'been' 'withdrawn' 'from' 'the' 'market' 'in' 'most'
 'countries' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
"['However' ',' 'three' 'case' 'control' 'studies' ',' 'one' 'each' 'in'
 'North' 'Carolina' ',' 'northern' 'Maryland' ',' 'and' 'West' 'Berlin'
 ',' 'Germany' ',' 'showed' 'that' 'habitual' 'use' 'of' 'acetaminophen'
 'is' 'also' 'associated' 'with' 'chronic' 'renal' 'failure' 'and' 'ESRD'
 ',' 'with' 'a' 'relative' 'risk' 'in' 'the' 'range' 'of' '2' 'to' '4' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 3 3 0 2
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['These' 'studies' 'suggest' 'that' 'both' 'phenacetin' 'and'
 'acetaminophen' 'may' 'contribute' 'to' 'the' 'burden' 'of' 'ESRD' ','
 'with' 'the' 'risk' 'of' 'the' 'latter' 'being' 'somewhat' 'less' 'than'
 'that' 'of' 'the' 'former' '.']",[0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['This' 'apparent' 'difference' 'in' 'risk' 'may' 'not' 'be' 'due' 'to'
 'differences' 'in' 'nephrotoxic' 'potential' 'of' 'the' 'drugs'
 'themselves' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0]
"['A' 'lower' 'relative' 'risk' 'would' 'be' 'expected' 'for'
 'acetaminophen' 'if' 'the' 'risk' 'of' 'both' 'drugs' 'in' 'combination'
 'with' 'other' 'analgesics' 'was' 'higher' 'than' 'the' 'risk' 'of'
 'either' 'agent' 'alone' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thus' ',' 'acetaminophen' 'has' 'been' 'used' 'both' 'as' 'a' 'single'
 'agent' 'and' 'in' 'combination' 'with' 'other' 'analgesics' ','
 'whereas' 'phenacetin' 'was' 'available' 'only' 'in' 'combinations' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
"['The' 'possibility' 'that' 'habitual' 'use' 'of' 'acetaminophen' 'alone'
 'increases' 'the' 'risk' 'of' 'ESRD']",[0 0 0 0 0 0 1 0 0 0 0 0 2]
"['Reduction' 'of' 'heparan' 'sulphate' '-' 'associated' 'anionic' 'sites'
 'in' 'the' 'glomerular' 'basement' 'membrane' 'of' 'rats' 'with'
 'streptozotocin' '-' 'induced' 'diabetic' 'nephropathy' '.']",[0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0]
"['Heparan' 'sulphate' '-' 'associated' 'anionic' 'sites' 'in' 'the'
 'glomerular' 'basement' 'membrane' 'were' 'studied' 'in' 'rats' '8'
 'months' 'after' 'induction' 'of' 'diabetes' 'by' 'streptozotocin' 'and'
 'in' 'age' '-' 'adn' 'sex' '-' 'matched' 'control' 'rats' ',' 'employing'
 'the' 'cationic' 'dye' 'cuprolinic' 'blue' '.']","[1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 4 0]"
"['Morphometric' 'analysis' 'at' 'the' 'ultrastructural' 'level' 'was'
 'performed' 'using' 'a' 'computerized' 'image' 'processor' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'heparan' 'sulphate' 'specificity' 'of' 'the' 'cuprolinic' 'blue'
 'staining' 'was' 'demonstrated' 'by' 'glycosaminoglycan' '-' 'degrading'
 'enzymes' ',' 'showing' 'that' 'pretreatment' 'of' 'the' 'sections'
 'with' 'heparitinase' 'abolished' 'all' 'staining' ',' 'whereas'
 'chondroitinase' 'ABC' 'had' 'no' 'effect' '.']",[0 1 4 0 0 0 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'majority' 'of' 'anionic' 'sites' '(' '74' '%' 'in' 'diabetic'
 'and' '81' '%' 'in' 'control' 'rats' ')' 'were' 'found' 'within' 'the'
 'lamina' 'rara' 'externa' 'of' 'the' 'glomerular' 'basement' 'membrane'
 '.']",[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['A' 'minority' 'of' 'anionic' 'sites' 'were' 'scattered' 'throughout'
 'the' 'lamina' 'densa' 'and' 'lamina' 'rara' 'interna' ',' 'and' 'were'
 'significantly' 'smaller' 'than' 'those' 'in' 'the' 'lamina' 'rara'
 'externa' 'of' 'the' 'glomerular' 'basement' 'membrane' '(' 'p' '<' '0'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['001' 'and' 'p' '<' '0' '.'],[0 0 0 0 0 0]
"['01' 'for' 'diabetic' 'and' 'control' 'rats' ',' 'respectively' ').'
 'Diabetic' 'rats' 'progressively' 'developed' 'albuminuria' 'reaching'
 '40' '.']",[0 0 2 0 0 0 0 0 0 2 0 0 0 2 0 0 0]
['3' '(' '32' '.'],[0 0 0 0]
['2' '-' '62' '.'],[0 0 0 0]
"['0' ')' 'mg' '/' '24' 'h' 'after' '8' 'months' 'in' 'contrast' 'to' 'the'
 'control' 'animals' '(' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['8' '(' '0' '.'],[0 0 0 0]
['2' '-' '0' '.'],[0 0 0 0]
"['9' ')' 'mg' '/' '24' 'h' ',' 'p' '<' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['002' ').' 'At' 'the' 'same' 'time' ',' 'the' 'number' 'of' 'heparan'
 'sulphate' 'anionic' 'sites' 'and' 'the' 'total' 'anionic' 'site'
 'surface' '(' 'number' 'of' 'anionic' 'sites' 'x' 'mean' 'anionic' 'site'
 'surface' ')' 'in' 'the' 'lamina' 'rara' 'externa' 'of' 'the'
 'glomerular' 'basement' 'membrane' 'was' 'reduced' 'by' '19' '%(' 'p' '<'
 '0' '.']","[0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
['021' ')' 'and' 'by' '26' '%(' 'p' '<' '0' '.'],[0 0 0 0 0 0 0 0 0 0]
"['02' '),' 'respectively' '.']",[0 0 0 0]
"['Number' 'and' 'total' 'anionic' 'site' 'surface' 'in' 'the' 'remaining'
 'part' 'of' 'the' 'glomerular' 'basement' 'membrane' '(' 'lamina' 'densa'
 'and' 'lamina' 'rara' 'interna' ')' 'were' 'not' 'significantly'
 'changed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['We' 'conclude' 'that' 'in' 'streptozotocin' '-' 'diabetic' 'rats' 'with'
 'an' 'increased' 'urinary' 'albumin' 'excretion' ',' 'a' 'reduced'
 'heparan' 'sulphate']",[0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 4]
"['Effect' 'of' 'some' 'anticancer' 'drugs' 'and' 'combined' 'chemotherapy'
 'on' 'renal' 'toxicity' '.']",[0 0 0 0 0 0 0 0 0 2 3 0]
